"","description","score","File","Source","AnimalScore","AnimalInd","Specificity","Count","SelectionMetric"
"4010","mammal",0.9908908,"Ogeoffroyi 2493-6.JPG","clarifAI",0.623663218882118,NA,0,405,1.64722104467053
"4011","no person",0.9755871,"Ogeoffroyi 2493-6.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.79788046037853
"4012","one",0.97341645,"Ogeoffroyi 2493-6.JPG","clarifAI",0.321051011471672,NA,0.49246953650304,84,1.79753309063124
"4013","animal",0.96689284,"Ogeoffroyi 2493-6.JPG","clarifAI",1,NA,0,355,1.70564670892434
"4014","wildlife",0.9646151,"Ogeoffroyi 2493-6.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.86675661426691
"4015","nature",0.9418787,"Ogeoffroyi 2493-6.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.77439370605074
"4016","portrait",0.93541473,"Ogeoffroyi 2493-6.JPG","clarifAI",0.127115002810925,NA,0.483788956852447,57,1.69004064769961
"4017","winter",0.93267035,"Ogeoffroyi 2493-6.JPG","clarifAI",0.262555775776313,NA,0.495102625586891,24,1.73260819626072
"4018","side view",0.9266078,"Ogeoffroyi 2493-6.JPG","clarifAI",0.184195938031508,NA,0.517196579930804,50,1.70870111009701
"4019","outdoors",0.9259951,"Ogeoffroyi 2493-6.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.75217542886939
"4020","pet",0.9195303,"Ogeoffroyi 2493-6.JPG","clarifAI",0.928221641829446,NA,0.86579245285228,47,2.05883358603329
"4021","kitten",0.897649,"Ogeoffroyi 2493-6.JPG","clarifAI",0.878974395550681,NA,0.795791559903555,7,2.00190932614037
"4022","eye",0.87826014,"Ogeoffroyi 2493-6.JPG","clarifAI",0.408173314489054,NA,0.585893014019023,15,1.73819993460649
"4023","cute",0.8632556,"Ogeoffroyi 2493-6.JPG","clarifAI",0.571126883327861,NA,0.65214657049998,40,1.7795497943828
"4024","snow",0.8618572,"Ogeoffroyi 2493-6.JPG","clarifAI",0.249248016011334,NA,0.478888504622699,20,1.61690273608918
"4025","cold",0.84888285,"Ogeoffroyi 2493-6.JPG","clarifAI",0.272178963635183,NA,0.49083951566287,7,1.62458522104115
"4026","two",0.82308036,"Ogeoffroyi 2493-6.JPG","clarifAI",0,NA,0.5,26,1.50423215351382
"4027","water",0.81384766,"Ogeoffroyi 2493-6.JPG","clarifAI",0.168073038253889,NA,0.433295263914443,38,1.49565952363377
"4028","daylight",0.7907124,"Ogeoffroyi 2493-6.JPG","clarifAI",0.294974978208457,NA,0.47610328884917,23,1.51871543038241
"4029","no person",0.9798986,"Ogeoffroyi 2493-7.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.80434771037853
"4030","mammal",0.9741527,"Ogeoffroyi 2493-7.JPG","clarifAI",0.623663218882118,NA,0,405,1.62211389467053
"4031","water",0.96648824,"Ogeoffroyi 2493-7.JPG","clarifAI",0.168073038253889,NA,0.433295263914443,38,1.72462039363377
"4032","cat",0.96202266,"Ogeoffroyi 2493-7.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,2.11260687610661
"4033","wildlife",0.9502032,"Ogeoffroyi 2493-7.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.84513876426691
"4034","animal",0.9435525,"Ogeoffroyi 2493-7.JPG","clarifAI",1,NA,0,355,1.67063619892434
"4035","nature",0.9201395,"Ogeoffroyi 2493-7.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.74178490605074
"4036","landscape",0.9116025,"Ogeoffroyi 2493-7.JPG","clarifAI",0.204504738507388,NA,0.42505245952205,52,1.6449236692935
"4037","outdoors",0.9110496,"Ogeoffroyi 2493-7.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.72975717886939
"4038","one",0.91089666,"Ogeoffroyi 2493-7.JPG","clarifAI",0.321051011471672,NA,0.49246953650304,84,1.70375340563124
"4039","travel",0.8704598,"Ogeoffroyi 2493-7.JPG","clarifAI",0.125132553535014,NA,0.504208835778361,25,1.60907725627293
"4040","sea",0.8662456,"Ogeoffroyi 2493-7.JPG","clarifAI",0.205106257844945,NA,0.470262124647864,7,1.62357247408609
"4041","side view",0.8487274,"Ogeoffroyi 2493-7.JPG","clarifAI",0.184195938031508,NA,0.517196579930804,50,1.59188051009701
"4042","light",0.8338469,"Ogeoffroyi 2493-7.JPG","clarifAI",0.169153672640744,NA,0.483786695279197,17,1.55920567830342
"4043","portrait",0.8176206,"Ogeoffroyi 2493-7.JPG","clarifAI",0.127115002810925,NA,0.483788956852447,57,1.51334945269961
"4044","ocean",0.7878449,"Ogeoffroyi 2493-7.JPG","clarifAI",0.159836251108707,NA,0.504892347277609,5,1.51889394596598
"4045","beach",0.761336,"Ogeoffroyi 2493-7.JPG","clarifAI",0.195250977210716,NA,0.430762176740599,1,1.50619783267298
"4046","winter",0.76069707,"Ogeoffroyi 2493-7.JPG","clarifAI",0.262555775776313,NA,0.495102625586891,24,1.47464827626072
"4047","color",0.7559556,"Ogeoffroyi 2493-7.JPG","clarifAI",0.209495481278798,NA,0.553355828846778,9,1.49631851807642
"4048","fair weather",0.7469591,"Ogeoffroyi 2493-7.JPG","clarifAI",0.250579975595074,NA,0.523932168200063,7,1.48284617529972
"4049","mammal",0.99595034,"Ogeoffroyi 2498-3.JPG","clarifAI",0.623663218882118,NA,0,405,1.65481035467053
"4050","wildlife",0.9891579,"Ogeoffroyi 2498-3.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.90357081426691
"4051","nature",0.97719747,"Ogeoffroyi 2498-3.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.82737186105074
"4052","no person",0.9760827,"Ogeoffroyi 2498-3.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.79862386037853
"4053","cat",0.9688396,"Ogeoffroyi 2498-3.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,2.12283228610661
"4054","outdoors",0.94524986,"Ogeoffroyi 2498-3.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.78105756886939
"4055","wild",0.94108737,"Ogeoffroyi 2498-3.JPG","clarifAI",0.651318809502658,NA,0.775503526480819,77,1.97360857826204
"4056","animal",0.9405538,"Ogeoffroyi 2498-3.JPG","clarifAI",1,NA,0,355,1.66613814892434
"4057","zoo",0.91623133,"Ogeoffroyi 2498-3.JPG","clarifAI",0.679940996265598,NA,0.81219141913172,52,1.96429545853789
"4058","predator",0.907495,"Ogeoffroyi 2498-3.JPG","clarifAI",0.570004183334704,NA,0.712420920081786,17,1.8842075683782
"4059","daylight",0.8748776,"Ogeoffroyi 2498-3.JPG","clarifAI",0.294974978208457,NA,0.47610328884917,23,1.64496323038241
"4060","grass",0.86261,"Ogeoffroyi 2498-3.JPG","clarifAI",0.426373306438296,NA,0.578727774844713,111,1.69936379398946
"4061","wood",0.8568263,"Ogeoffroyi 2498-3.JPG","clarifAI",0.389770297604258,NA,0.477808330692992,74,1.63321095362194
"4062","one",0.8563975,"Ogeoffroyi 2498-3.JPG","clarifAI",0.321051011471672,NA,0.49246953650304,84,1.62200466563124
"4063","tree",0.8414861,"Ogeoffroyi 2498-3.JPG","clarifAI",0.482046070201558,NA,0.475741163075745,87,1.63133237443664
"4064","hunter",0.8409864,"Ogeoffroyi 2498-3.JPG","clarifAI",0.470168221289409,NA,0.596283779611999,6,1.71798837417474
"4065","carnivore",0.83243823,"Ogeoffroyi 2498-3.JPG","clarifAI",0.666736430939303,NA,0.773709614794697,74,1.81382102400656
"4066","environment",0.828344,"Ogeoffroyi 2498-3.JPG","clarifAI",0.225682383855826,NA,0.4859048182976,35,1.55879209020733
"4067","stripe",0.8142709,"Ogeoffroyi 2498-3.JPG","clarifAI",0.357469089475089,NA,0.531077757488051,30,1.5945699196963
"4068","park",0.79250824,"Ogeoffroyi 2498-3.JPG","clarifAI",0.177381127492309,NA,0.382967022654558,64,1.43709115320036
"4069","no person",0.98134404,"Ogeoffroyi 2502-20.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.80651587037853
"4070","one",0.9765465,"Ogeoffroyi 2502-20.JPG","clarifAI",0.321051011471672,NA,0.49246953650304,84,1.80222816563124
"4071","water",0.9685836,"Ogeoffroyi 2502-20.JPG","clarifAI",0.168073038253889,NA,0.433295263914443,38,1.72776343363377
"4072","underwater",0.9604052,"Ogeoffroyi 2502-20.JPG","clarifAI",0.190742737385974,NA,0.546625897118926,13,1.78934144271722
"4073","wildlife",0.95677525,"Ogeoffroyi 2502-20.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.85499683926691
"4074","nature",0.95225513,"Ogeoffroyi 2502-20.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.78995835105074
"4075","portrait",0.92761016,"Ogeoffroyi 2502-20.JPG","clarifAI",0.127115002810925,NA,0.483788956852447,57,1.67833379269961
"4076","outdoors",0.92567456,"Ogeoffroyi 2502-20.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.75169461886939
"4077","mammal",0.9229645,"Ogeoffroyi 2502-20.JPG","clarifAI",0.623663218882118,NA,0,405,1.54533159467053
"4078","animal",0.8910234,"Ogeoffroyi 2502-20.JPG","clarifAI",1,NA,0,355,1.59184254892434
"4079","zoo",0.88622856,"Ogeoffroyi 2502-20.JPG","clarifAI",0.679940996265598,NA,0.81219141913172,52,1.91929130353789
"4080","rain",0.8729147,"Ogeoffroyi 2502-20.JPG","clarifAI",0.291603829635119,NA,0.471614938281498,3,1.67581550346849
"4081","swimming",0.8577457,"Ogeoffroyi 2502-20.JPG","clarifAI",0.123388874521354,NA,0.460517167005159,7,1.58552079943384
"4082","eye",0.8490274,"Ogeoffroyi 2502-20.JPG","clarifAI",0.408173314489054,NA,0.585893014019023,15,1.69435082460649
"4083","environment",0.8467566,"Ogeoffroyi 2502-20.JPG","clarifAI",0.225682383855826,NA,0.4859048182976,35,1.58641099020733
"4084","daylight",0.8442722,"Ogeoffroyi 2502-20.JPG","clarifAI",0.294974978208457,NA,0.47610328884917,23,1.59905513038241
"4085","fish",0.84263086,"Ogeoffroyi 2502-20.JPG","clarifAI",0.284966655760126,NA,0.530613322138174,15,1.62631450398383
"4086","light",0.8409156,"Ogeoffroyi 2502-20.JPG","clarifAI",0.169153672640744,NA,0.483786695279197,17,1.56980872830342
"4087","cat",0.80699277,"Ogeoffroyi 2502-20.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,1.88006204110661
"4088","side view",0.80061,"Ogeoffroyi 2502-20.JPG","clarifAI",0.184195938031508,NA,0.517196579930804,50,1.51970441009701
"4089","cat",0.999859,"Ogeoffroyi 3717-27.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,2.16936138610661
"4090","wildlife",0.99872607,"Ogeoffroyi 3717-27.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.91792306926691
"4091","mammal",0.99841976,"Ogeoffroyi 3717-27.JPG","clarifAI",0.623663218882118,NA,0,405,1.65851448467053
"4092","predator",0.99690247,"Ogeoffroyi 3717-27.JPG","clarifAI",0.570004183334704,NA,0.712420920081786,17,2.0183187733782
"4093","nature",0.99588645,"Ogeoffroyi 3717-27.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.85540533105074
"4094","carnivore",0.99437034,"Ogeoffroyi 3717-27.JPG","clarifAI",0.666736430939303,NA,0.773709614794697,74,2.05671918900656
"4095","animal",0.99214995,"Ogeoffroyi 3717-27.JPG","clarifAI",1,NA,0,355,1.74353237392434
"4096","wild",0.9915216,"Ogeoffroyi 3717-27.JPG","clarifAI",0.651318809502658,NA,0.775503526480819,77,2.04925992326204
"4097","leopard",0.9902241,"Ogeoffroyi 3717-27.JPG","clarifAI",0.553281851982714,NA,0.713888665671845,34,1.99775080434585
"4098","hunter",0.9840225,"Ogeoffroyi 3717-27.JPG","clarifAI",0.470168221289409,NA,0.596283779611999,6,1.93254252417474
"4099","safari",0.98334205,"Ogeoffroyi 3717-27.JPG","clarifAI",0.341202890986516,NA,0.563173923778639,39,1.85791357501646
"4100","cheetah",0.98029894,"Ogeoffroyi 3717-27.JPG","clarifAI",0.551579176399232,NA,0.7289704863056,11,2.00297958171038
"4101","big",0.9792496,"Ogeoffroyi 3717-27.JPG","clarifAI",0.37606318494281,NA,0.544788126601481,2,1.9059949376551
"4102","outdoors",0.9736953,"Ogeoffroyi 3717-27.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.82372572886939
"4103","zoo",0.9594253,"Ogeoffroyi 3717-27.JPG","clarifAI",0.679940996265598,NA,0.81219141913172,52,2.02908641353789
"4104","grass",0.9506161,"Ogeoffroyi 3717-27.JPG","clarifAI",0.426373306438296,NA,0.578727774844713,111,1.83137294398946
"4105","fur",0.94461024,"Ogeoffroyi 3717-27.JPG","clarifAI",0.688697191654452,NA,0.813087254700384,50,2.00977542088754
"4106","barbaric",0.943668,"Ogeoffroyi 3717-27.JPG","clarifAI",0.373946532956476,NA,0.64165808288714,13,1.85755268449395
"4107","no person",0.93563753,"Ogeoffroyi 3717-27.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.73795610537853
"4108","panthera",0.9211998,"Ogeoffroyi 3717-27.JPG","clarifAI",0.56744961627849,NA,0.683347760095336,1,1.96533598411729
"4109","nature",0.9937169,"Ogeoffroyi 3735-18.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.85215100605074
"4110","cat",0.9920689,"Ogeoffroyi 3735-18.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,2.15767623610661
"4111","mammal",0.985795,"Ogeoffroyi 3735-18.JPG","clarifAI",0.623663218882118,NA,0,405,1.63957734467053
"4112","animal",0.98124075,"Ogeoffroyi 3735-18.JPG","clarifAI",1,NA,0,355,1.72716857392434
"4113","outdoors",0.9795963,"Ogeoffroyi 3735-18.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.83257722886939
"4114","grass",0.9794684,"Ogeoffroyi 3735-18.JPG","clarifAI",0.426373306438296,NA,0.578727774844713,111,1.87465139398946
"4115","wild",0.9782747,"Ogeoffroyi 3735-18.JPG","clarifAI",0.651318809502658,NA,0.775503526480819,77,2.02938957326204
"4116","wildlife",0.97678316,"Ogeoffroyi 3735-18.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.88500870426691
"4117","tree",0.97322106,"Ogeoffroyi 3735-18.JPG","clarifAI",0.482046070201558,NA,0.475741163075745,87,1.82893481443664
"4118","wood",0.95913136,"Ogeoffroyi 3735-18.JPG","clarifAI",0.389770297604258,NA,0.477808330692992,74,1.78666854362194
"4119","no person",0.9397167,"Ogeoffroyi 3735-18.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.74407486037853
"4120","predator",0.9341339,"Ogeoffroyi 3735-18.JPG","clarifAI",0.570004183334704,NA,0.712420920081786,17,1.9241659183782
"4121","park",0.93140155,"Ogeoffroyi 3735-18.JPG","clarifAI",0.177381127492309,NA,0.382967022654558,64,1.64543111820036
"4122","environment",0.922778,"Ogeoffroyi 3735-18.JPG","clarifAI",0.225682383855826,NA,0.4859048182976,35,1.70044309020733
"4123","outside",0.89674807,"Ogeoffroyi 3735-18.JPG","clarifAI",0.343628782065167,NA,0.522994285497214,1,1.7925264432649
"4124","barbaric",0.892449,"Ogeoffroyi 3735-18.JPG","clarifAI",0.373946532956476,NA,0.64165808288714,13,1.78072418449395
"4125","carnivore",0.88566566,"Ogeoffroyi 3735-18.JPG","clarifAI",0.666736430939303,NA,0.773709614794697,74,1.89366216900656
"4126","beautiful",0.8846965,"Ogeoffroyi 3735-18.JPG","clarifAI",0.253082904454035,NA,0.508091373229301,14,1.6710872869194
"4127","shrub",0.883039,"Ogeoffroyi 3735-18.JPG","clarifAI",0.175230707368145,NA,0.378325971464116,1,1.65752916257409
"4128","fur",0.8772105,"Ogeoffroyi 3735-18.JPG","clarifAI",0.688697191654452,NA,0.813087254700384,50,1.90867581088754
"4129","water",0.9988216,"Ogeoffroyi 3735-32.JPG","clarifAI",0.168073038253889,NA,0.433295263914443,38,1.77312043363377
"4130","underwater",0.9977231,"Ogeoffroyi 3735-32.JPG","clarifAI",0.190742737385974,NA,0.546625897118926,13,1.84531829271722
"4131","fish",0.9906906,"Ogeoffroyi 3735-32.JPG","clarifAI",0.284966655760126,NA,0.530613322138174,15,1.84840411398383
"4132","no person",0.98285425,"Ogeoffroyi 3735-32.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.80878118537853
"4133","swimming",0.9818565,"Ogeoffroyi 3735-32.JPG","clarifAI",0.123388874521354,NA,0.460517167005159,7,1.77168699943384
"4134","wildlife",0.9816042,"Ogeoffroyi 3735-32.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.89224026426691
"4135","environment",0.9790149,"Ogeoffroyi 3735-32.JPG","clarifAI",0.225682383855826,NA,0.4859048182976,35,1.78479844020733
"4136","nature",0.9754272,"Ogeoffroyi 3735-32.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.82471645605074
"4137","sea",0.9753383,"Ogeoffroyi 3735-32.JPG","clarifAI",0.205106257844945,NA,0.470262124647864,7,1.78721152408609
"4138","ocean",0.96943223,"Ogeoffroyi 3735-32.JPG","clarifAI",0.159836251108707,NA,0.504892347277609,5,1.79127494096598
"4139","reef",0.9525007,"Ogeoffroyi 3735-32.JPG","clarifAI",0.235343098018749,NA,0.494600997159822,2,1.80559800120325
"4140","ecosystem",0.9456444,"Ogeoffroyi 3735-32.JPG","clarifAI",0.360304987644482,NA,0.599205197230896,40,1.82395683382741
"4141","outdoors",0.9446817,"Ogeoffroyi 3735-32.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.78020532886939
"4142","travel",0.92253643,"Ogeoffroyi 3735-32.JPG","clarifAI",0.125132553535014,NA,0.504208835778361,25,1.68719220127293
"4143","diving",0.9151536,"Ogeoffroyi 3735-32.JPG","clarifAI",0.208288157984002,NA,0.477943851594411,2,1.73448504341186
"4144","lake",0.91378546,"Ogeoffroyi 3735-32.JPG","clarifAI",0.161591977069537,NA,0.400405217861448,4,1.66127879319811
"4145","landscape",0.9088467,"Ogeoffroyi 3735-32.JPG","clarifAI",0.204504738507388,NA,0.42505245952205,52,1.6407899692935
"4146","tropical",0.90063125,"Ogeoffroyi 3735-32.JPG","clarifAI",0.499739743581337,NA,0.448395532337545,6,1.74090440611049
"4147","aquatic",0.8947264,"Ogeoffroyi 3735-32.JPG","clarifAI",0.43711539061229,NA,0.614928289314461,1,1.8588325923103
"4148","river",0.89133096,"Ogeoffroyi 3735-32.JPG","clarifAI",0.0951476145913112,NA,0.385434855838132,8,1.58885611062622
"4149","mammal",0.98744595,"Ogeoffroyi 3735-33.JPG","clarifAI",0.623663218882118,NA,0,405,1.64205376967053
"4150","animal",0.97369325,"Ogeoffroyi 3735-33.JPG","clarifAI",1,NA,0,355,1.71584732392434
"4151","cat",0.97071725,"Ogeoffroyi 3735-33.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,2.12564876110661
"4152","nature",0.9655139,"Ogeoffroyi 3735-33.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.80984650605074
"4153","winter",0.95667905,"Ogeoffroyi 3735-33.JPG","clarifAI",0.262555775776313,NA,0.495102625586891,24,1.76862124626072
"4154","no person",0.9548484,"Ogeoffroyi 3735-33.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.76677241037853
"4155","wildlife",0.95046103,"Ogeoffroyi 3735-33.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.84552550926691
"4156","outdoors",0.9356176,"Ogeoffroyi 3735-33.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.76660917886939
"4157","grass",0.92760694,"Ogeoffroyi 3735-33.JPG","clarifAI",0.426373306438296,NA,0.578727774844713,111,1.79685920398946
"4158","snow",0.92115986,"Ogeoffroyi 3735-33.JPG","clarifAI",0.249248016011334,NA,0.478888504622699,20,1.70585672608918
"4159","wood",0.91731894,"Ogeoffroyi 3735-33.JPG","clarifAI",0.389770297604258,NA,0.477808330692992,74,1.72394991362194
"4160","tree",0.90055966,"Ogeoffroyi 3735-33.JPG","clarifAI",0.482046070201558,NA,0.475741163075745,87,1.71994271443664
"4161","cold",0.8752287,"Ogeoffroyi 3735-33.JPG","clarifAI",0.272178963635183,NA,0.49083951566287,7,1.66410399604115
"4162","landscape",0.86947596,"Ogeoffroyi 3735-33.JPG","clarifAI",0.204504738507388,NA,0.42505245952205,52,1.5817338592935
"4163","fur",0.8552467,"Ogeoffroyi 3735-33.JPG","clarifAI",0.688697191654452,NA,0.813087254700384,50,1.87573011088754
"4164","one",0.8313905,"Ogeoffroyi 3735-33.JPG","clarifAI",0.321051011471672,NA,0.49246953650304,84,1.58449416563124
"4165","daylight",0.81144476,"Ogeoffroyi 3735-33.JPG","clarifAI",0.294974978208457,NA,0.47610328884917,23,1.54981397038241
"4166","baby",0.8101492,"Ogeoffroyi 3735-33.JPG","clarifAI",0.320112410134704,NA,0.552716265652534,12,1.60047754881942
"4167","cute",0.801317,"Ogeoffroyi 3735-33.JPG","clarifAI",0.571126883327861,NA,0.65214657049998,40,1.6866418943828
"4168","bird",0.8009038,"Ogeoffroyi 3735-33.JPG","clarifAI",1,NA,0.573009138825232,29,1.75642980323032
"4169","no person",0.98402154,"Ogeoffroyi 3735-36.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.81053212037853
"4170","mammal",0.9736228,"Ogeoffroyi 3735-36.JPG","clarifAI",0.623663218882118,NA,0,405,1.62131904467053
"4171","wildlife",0.9672841,"Ogeoffroyi 3735-36.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.87076011426691
"4172","nature",0.94523937,"Ogeoffroyi 3735-36.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.77943471105074
"4173","cat",0.94515276,"Ogeoffroyi 3735-36.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,2.08730202610661
"4174","outdoors",0.92068076,"Ogeoffroyi 3735-36.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.74420391886939
"4175","one",0.91126585,"Ogeoffroyi 3735-36.JPG","clarifAI",0.321051011471672,NA,0.49246953650304,84,1.70430719063124
"4176","wood",0.9081783,"Ogeoffroyi 3735-36.JPG","clarifAI",0.389770297604258,NA,0.477808330692992,74,1.71023895362194
"4177","zoo",0.9059,"Ogeoffroyi 3735-36.JPG","clarifAI",0.679940996265598,NA,0.81219141913172,52,1.94879846353789
"4178","tree",0.8989824,"Ogeoffroyi 3735-36.JPG","clarifAI",0.482046070201558,NA,0.475741163075745,87,1.71757682443664
"4179","animal",0.85208017,"Ogeoffroyi 3735-36.JPG","clarifAI",1,NA,0,355,1.53342770392434
"4180","environment",0.8504663,"Ogeoffroyi 3735-36.JPG","clarifAI",0.225682383855826,NA,0.4859048182976,35,1.59197554020733
"4181","side view",0.84560287,"Ogeoffroyi 3735-36.JPG","clarifAI",0.184195938031508,NA,0.517196579930804,50,1.58719371509701
"4182","daylight",0.8433143,"Ogeoffroyi 3735-36.JPG","clarifAI",0.294974978208457,NA,0.47610328884917,23,1.59761828038241
"4183","portrait",0.8216721,"Ogeoffroyi 3735-36.JPG","clarifAI",0.127115002810925,NA,0.483788956852447,57,1.51942670269961
"4184","predator",0.77642435,"Ogeoffroyi 3735-36.JPG","clarifAI",0.570004183334704,NA,0.712420920081786,17,1.6876015933782
"4185","park",0.776423,"Ogeoffroyi 3735-36.JPG","clarifAI",0.177381127492309,NA,0.382967022654558,64,1.41296329320036
"4186","wild",0.75870645,"Ogeoffroyi 3735-36.JPG","clarifAI",0.651318809502658,NA,0.775503526480819,77,1.70003719826204
"4187","color",0.68865573,"Ogeoffroyi 3735-36.JPG","clarifAI",0.209495481278798,NA,0.553355828846778,9,1.39536871307642
"4188","hunter",0.68724275,"Ogeoffroyi 3735-36.JPG","clarifAI",0.470168221289409,NA,0.596283779611999,6,1.48737289917474
"4189","wildlife",0.9913155,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.499809648512766,NA,0.577453955179498,264,1.90680721426691
"4190","nature",0.974874,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.82388665605074
"4191","animal",0.972033,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",1,NA,0,355,1.71335694892434
"4192","no person",0.970958,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.28898233960606,NA,0.506401301745522,122,1.79093681037853
"4193","water",0.96034586,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.168073038253889,NA,0.433295263914443,38,1.71540682363377
"4194","bird",0.93472993,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",1,NA,0.573009138825232,29,1.95716899823032
"4195","mammal",0.9268594,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.623663218882118,NA,0,405,1.55117394467053
"4196","wild",0.91980994,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.651318809502658,NA,0.775503526480819,77,1.94169243326204
"4197","wood",0.90969694,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.389770297604258,NA,0.477808330692992,74,1.71251691362194
"4198","grass",0.886032,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.426373306438296,NA,0.578727774844713,111,1.73449679398946
"4199","park",0.86559826,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.177381127492309,NA,0.382967022654558,64,1.54672618320036
"4200","light",0.86478484,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.169153672640744,NA,0.483786695279197,17,1.60561258830342
"4201","predator",0.860135,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.570004183334704,NA,0.712420920081786,17,1.8131675683782
"4202","outdoors",0.8507851,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.356118831136187,NA,0.531810420193845,147,1.63936042886939
"4203","one",0.8295634,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.321051011471672,NA,0.49246953650304,84,1.58175351563124
"4204","zoo",0.7975806,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.679940996265598,NA,0.81219141913172,52,1.78631936353789
"4205","river",0.7880934,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.0951476145913112,NA,0.385434855838132,8,1.43399977062622
"4206","danger",0.7825943,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.304443768769529,NA,0.537268757472467,13,1.54637178073988
"4207","beautiful",0.7810409,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.253082904454035,NA,0.508091373229301,14,1.5156038869194
"4208","landscape",0.7785387,"ogeoffroyi  4963-12 Norte-1.JPG","clarifAI",0.204504738507388,NA,0.42505245952205,52,1.4453279692935
"4209","cat",0.9971167,"ogeoffroyi 4974-20 Sur-3.JPG","clarifAI",0.923642675604657,NA,0.859507018283396,126,2.16524793610661
"4210","nature",0.99006546,"ogeoffroyi 4974-20 Sur-3.JPG","clarifAI",0.354320287320382,NA,0.529978353060782,156,1.84667384605074
"4211","animal",0.98911566,"ogeoffroyi 4974-20 Sur-3.JPG","clarifAI",1,NA,0,355,1.73898093892434
"4212","winter",0.986864,"ogeoffroyi 4974-20 Sur-3.JPG","clarifAI",0.262555775776313,NA,0.495102625586891,24,1.81389867126072
"4213","mammal",0.982872,"ogeoffroyi 4974-20 Sur-3.JPG","clarifAI",0.623663218882118,NA,0,405,1.63519284467053
"4214","snow",0.9744303,"ogeoffroyi 4974-20 Sur-3.JPG","clarifAI",0.249248016011334,NA,0.478888504622699,20,1.78576238608918
